riddle,choice0,choice1,choice2,choice3,choice4,label
不应有恨 （打俗语三字）,打哈哈,不要吵,没关系没关系,行行好,消消气,4
不打麻将 （古军事用品）,阵脚大乱,养伤,东道主,日上三竿,免战牌,4
分析原因有两个 （打一成语）,若无其事,躲躲藏藏,大大方方,坦诚,扭扭捏捏,2
查看负债表 （打一成语）,玻璃地板,相映成趣,一览无余,浮想联翩,全景,2
铁棒磨成针 （打一成语）,说不过去,大材小用,三流,易如反掌,绰绰有余,1
歌未尽 （打成语一）,妙趣横生,不亦快哉,将遇良才,其乐无穷,谈天论地,3
恰逢十一心中喜 （经济作物）,土豆,茄子,胡萝卜,包菜,西红柿,0
失望人喜见光明 （打俗语四字）,不切实际,高兴太早,操之过急,我们的失败,盲目乐观,4
处处无家处处家 （中药）,急解索,广寄生,猴姜,大血藤科,华南龙胆,1
外青内白胖娃娃，酒席上面爱雕花。 （打一蔬菜）,茄子,萝卜,荸荠,冬瓜,西红柿,3
画面定格 （打一成语）,饶有兴趣,含笑,意味深长,不动声色,若无其事,3
评述是非 （称谓）,道士,和尚,书生,三仙,僧人,0
幼儿无恙风波息 （打一常言俗语）,小康水平,人均收入,自给自足,富裕,有房有车,0
爱莫能助 （打俗语三字）,难为情,吞吞吐吐,不好意思,无地自容,丢脸,0
传统民歌 （酒名）,赋,半夏,青梅,陈曲,吟,3
大大改变 （打二字称谓）,生母,舅父,夫人,表兄,儿媳,2
身穿红袄禄衣裳，满腹文章直肚肠，只因害了相思病，流出相思泪两行。 （打一物）,鞭炮,油灯,一根香,蜡烛,火柴,3
言行处处要检点 （打一中药名）,川木通,细辛,马兜铃科,广防己,阿片粉,3
眼儿媚 （四字电影）,落花时节,凄婉,如此多情,相思,女儿心,2
工作从不出差错 （打一成语）,无事生非,说三道四,胡搅蛮缠,挑拨离间,指桑骂槐,0
拼图 （打一成语）,逢场作戏,爱慕,投怀送抱,非分之想,一心一意,3
一屋藏千家，贤愚各自夸，一朝开门去，各自寻亲家。 （打一常见物）,明信片,灯牌,许愿池,贺卡,邮筒,4
老丁娶妻 （鸟名）,八哥,四喜,烧卖,小二,狗剩,1
坚硬如铁，色白如雪，遇着冷水，沸腾开裂。 （打一建筑物）,石灰,黄泥,小苏打,硫磺粉,乳白胶,0
只此一家，别无分店。 （打一成语）,卓尔不群,性格,特立独行,离经叛道,孤傲,2
家住深山坳，常有人来抄，闭口深藏舌，安身处处牢。 （打一动物）,布谷鸟,纺织娘,蛐蛐,蟋蟀,斑鸠,3
不是竹子不是麻，树高三尺开黄花，黄花谢落结青果，青果肚里开白花。 （打一植物）,油菜籽,玉米,棉花,小麦,豆类作物,2
脊梁冒汗人惊悚 （打一成语）,非赢不可,四面楚歌,胜利在望,背水一战,虽败犹荣,3
雨住仍开筵 （9字俗语）,来日方长,再相聚,各奔东西,患难与共,天下没有不散的宴席,4
请主人留步 （三字电影）,呷茶赏花,梦红颜,疾风,独行客,望雪,3
十分精灵 （动物名）,蝙蝠,大树蛙,髭蟾,中国小鲵,角怪,4
站着没有坐着高，一年四季穿皮袍。看见生人它就叫，看见主人把尾摇。 （打一动物）,兔子,旺财,猫,巴哥,狗,4
妇女唠嗑（打一成语）,拉呱,说东道西,张家长李家短,街里街坊,侃大山,2
豹子头误入白虎堂 （打一成语）,冲锋陷阵,以一当十,为国家而战,孤胆英雄,有进无退,0
净土 （打成语一）,心慈手软,一刀两断,不留余地,冷酷无情,锋芒毕露,2
两度蟾宫折桂归 （歌曲名）,百花开,丰收歌,二月里来,翻身道情,九九艳阳天,2
不毛之地 （打一成语）,一无所长,平庸的我,眼高手低,饱食终日,不务正业,0
氪 （三字口语）,借花献佛,点菜吧,够了够了,别客气,却之不恭,3
躺着也是站着，睡着也是站着。 （打一动物）,狒狒,青蛙,乌龟,水獭,小鸭子,1
羊来啦 （打一水果）,草莓,提子,哈密瓜,猕猴桃,火龙果,0
虽微则顺 （打一《聊斋志异》篇目）,五通,锚,基础设施建设,头管,新港,0
一纸荒唐婚约衍生了一段童话爱情。 （打一电视剧）,再生缘,就想赖着你,幸福最晴天,家有仙妻,换换爱,2
垃圾堆前 （二字电影）,理想之国,极乐世界,净土,光明,无边无际,2
蛇拳套路 （打一成语）,诬告,屈打成招,罪加一等,用刑,杀人灭口,1
车满载 （打成语一）,一触即溃,望风而逃,穷于应付,无隙可乘,坚壁,3
归后恰到日落时，且唤红颜到堂前。 （打一称谓）,寻呼小姐,嘚吧嘚先锋相声团,伯伯,脚夫,电话约会,0
大眼睛，尖钩嘴，夜飞行，视力好。 （打一动物）,鹦鹉,长颈鹿,几维鸟,猫头鹰,负鼠,3
一日三餐无定时 （打一俗语三字）,心里有底,吃不准,七上八下,半信半疑,一头雾水,1
出身深山大海洋，没有叔伯也无娘，一世替人管闲事，身上没件好衣裳。 （打一物）,鼹鼠,飞斧,狗熊,稻草人,蝴蝶,3
青天雅号冠包丞 （打一百强小说）,梵高黄,燕尾蝶,蓝与黑,人在旅途洒泪时,黎明不要来,2
坎坷之道 （打成语一）,不平则鸣,虽千万人吾往矣,陈言务去,诗品,留侯论,0
嘴尖背驼，牙齿很多，忙时田里吃草，闲时壁上做窝。 （打一物）,斧头,铁锹,长矛,镰刀,短剑,3
天上星星数不清，有颗星星分外明，此星能工巧匠造，昼夜飞行在天庭。 （打一物）,人造卫星,炸弹,地球轨道,太空探测器,宇宙飞船,0
十於菟 （动物名）,华南虎,扬子鳄,剑齿象,金钱豹,大熊猫,0
脚瘦瘦，腿长长，戴红帽，穿白袍。 （打一动物）,鹭鸶,蝉,鹤,寒山,云天,2
两个小宝宝，头顶两根棍，棍上躺着草。 （打一植物）,泡姜,鸡翅中,葱,蒜,尖椒,3
月落鸟啼霜满天 （鸟名）,巢中,冬眠的动物,喜鹊,寒号鸟,大雁,3
龙暂不点睛 （歌曲名）,云且留住,相逢在雨中,一人有一个梦想,缱绻星光下,让我欢喜让我忧,0
扬鞭奔驰看不清 （打一成语）,照本宣科,走马观花,匆匆而过,短暂停留,随便翻翻,1
天青外套白夹里，到你门上做生意，房子造在房子里，小儿住在泥窠里。 （打一动物）,白蝴蝶,喜鹊,大雁,燕子,夜莺,3
盛况空前 （打一称谓）,叔叔,老幺,大哥,嫂子,伯伯,2
找碴儿的是个胖子·白头格 （四字口语）,非同儿戏,从长计议,明言,斟酌,兹事体大,4
年终盘存 （四字电影）,少爷的磨难,邓小平1928,命案十三宗,死期临近,二子开店,3
讨个媳妇好传宗 （打一成语）,取而代之,消失了,令人生畏,荡然无存,销声匿迹,0
奇袭 （四字常言）,打破常规,一成不变,精益求精,另辟蹊径,创造性,0
能拉善跑快如飞，冲锋陷阵听指挥，若是主人迷了路，它能驮你把家回 （打一动物）,驴,骆驼,马,汪,胡,2
四海之内皆兄弟 （打一成语）,天下无敌,夸口,狂妄自大,武林高手,不过尔尔,0
槛菊愁烟兰泣露 （花卉）,柳叶马鞭草,风信子,冰岛虞美人,一串红,郁金香花,4
停盘期间岂能进货 （三字俗语）,待见,混过,抛头露面,能说会道,吃得开,4
黔西南 （二字电影）,无穷无尽,镰刀,紫焰,黑火,焚天,3
贷款修寺院 （打一成语）,借花献佛,意思意思,见面礼,却之不恭,承情,0
铜臭蚀清白 （西药）,白豆蔻,延胡索,公丁香,荜拔,细辛,2
古稀之年风韵犹存 （俗称谓职务）,死鬼,小白脸,老相好,兄弟呀,未婚夫,2
搬走桌子留空房 （打一成语）,所剩无几,弹尽粮绝,余下,化为乌有,大半,0
一点一滴，人人积累。 （打一称谓职务）,太太,寡妇,夫人,儿媳,老婆,0
牛女共数官家火 （歌名）,一样的月光,真心英雄,星星点灯,恋曲1990,漫步人生路,2
肌赛和氏璧，貌胜西子容 （广东音乐）,玉美人,莲花仙子,红衣少女,瑶姬,青凤,0
单身独一去乘凉，家中无爷又无娘，人人叫我出征去，既无兵马又无枪。 （打一物）,飞斧,狗熊,蝴蝶,鼹鼠,稻草人,4
渊明独酌 （打一成语）,悲春伤秋,无病呻吟,想入非非,高谈阔论,自我陶醉,4
承情约稿 （打一古代著作）,文字蒙求,周易正义,朱骏声,小儿语,教童子法,0
认出其实是个庙 （打一称谓）,杨炼,读者,诗人,作家,张枣,2
人约黄昏后·徐妃格 （西药名）,嘧啶,非那西丁,甲氧,鸟嘌呤,可的松,0
一颗红豆 （常言俗语三字）,一见钟情,单相思,心上人,暗恋,不是爱,1
无妻钱多却离异 （打一成语）,害臊,姑娘家,点到为止,男女有别,过犹不及,3
阴间地狱转轮回 （谚语）,土里土气,长残,美多,一胖毁所有,女大十八变,4
出差一年 （打一成语）,喜气洋洋,满载而归,来到这里,寻宝,一路平安,1
阎罗王下地狱 （打一成语）,九泉之下,尽忠,殉身,成王败寇,死得其所,4
藤上结个水晶瓜，一到天黑开金花，谁说金花花不大，几间屋子装不下。 （打一物）,电灯,收音机,吊扇,开关,光管,0
原地踏步 （打一成语）,大破大立,吃老本,日新月异,踏步不前,寻找出路,3
精卫泄愤 （打成语一）,徒劳无功,石沉大海,到处碰壁,不了了之,一潭死水,1
江山如此多娇 （歌曲名）,赵娟,林,刘丽娜,春晖,夏艳,4
万里寄相思 （中国电影）,原乡人,何日君再来,青春之歌,遥远的爱,钢琴师,3
头上两只尖尖耳，脸上两只圆眼睛，大大的眼圈像眼镜，嘴儿弯弯像鹰勾，白天睡觉不出窝，夜望捕鼠护粮食。 （打一动物）,长颈鹿,鹦鹉,几维鸟,负鼠,猫头鹰,4
生炉子 （打一成语）,挑拨离间,使坏,唯恐天下不乱,煽风点火,撺掇,3
铁轨整齐共两行，两行铁轨一样长，只见一辆小车过，两行铁轨变一行。 （打一服饰）,门襟,纽扣,拉链,肩带,裤子,2
五月黄梅天 （打俗语三字）,丢脸,难为情,吞吞吐吐,无地自容,不好意思,1
八月十五渡西湖 （打一成语）,望穿秋水,盼君归,牵肠挂肚,过尽千帆皆不是,相思,0
一男一女都戴帽 （打二字西药名）,祥和,安宁,心灵的平静,渴望,归宿,1
性急如雷公，无文肚子空，高楼常坐坐，两面看西东。 （打一物）,铃,怪音,鼓,二弦,风锣,2
闭口不言秋时景 （香港歌曲）,言多必失,笑看风云,沉默是金,你瞒我瞒,难得糊涂,2
衣钵难觅传人，遍寻终无才俊。 （打八字俗语）,挫骨扬灰,剥皮抽筋,有口难言,就地正法,求生不得，求死不能,4
沿街叫卖 （打一成语）,步步为营,运筹帷幄,韬光养晦,后发制人,稳扎稳打,0
兄弟七八千，住在屋檐边。日日做浆卖，浆汁更值钱（打一动物名）,蚕,鸟,蜈蚣,蜂,蛹,3
唧唧喳喳爱唱歌，屋檐树上垒窝窝，偷吃五谷是缺点，好在见虫它也啄 （打一动物）,乌鸫,麻雀,灰喜鹊,野鸭,蟋蟀,1
万里长空霹雳声 （广东音乐）,金蛇狂舞,一声霹雳,月儿高,古笛,旱天雷,4
谜底破后恨其烂 （打一成语）,虚肿,中气不足,老道,神疲,行将就木,1
不食人间烟火 （称谓职务）,餐车,waiter,女秘书,服务生,酒保,3
屋子虽然小又小，装的珍珠可不少，珍珠晶莹不能戴，又甜又酸味道好。 （打一水果）,葡萄,石榴,枣子,枇杷,金橘,1
一言既出四座惊 （汽车牌号）,奔驰,途乐,菲亚特,卡迪拉克,道奇,4
没脚螃蟹圆又圆，浑身长了许多眼，虽然没有眼珠儿，个个眼里看得见。 （打一物）,灯台,垂挂,火盆,纱罩,帐钩,3
个儿高又大，脖子似吊塔。和气又善良，从来不打架（打一动物名）,长颈鹿,动物园里,北极熊,河马,羊驼,0
只生一个，有利健康 （打一成语）,自扫门前雪,和光同尘,弱肉强食,推己及人,独善其身,4
背面灰色尾有斑，不会做窝会偷懒，把蛋生在邻居家，请它孵育自己玩。 （打一动物）,玉兰,山茶,杜鹃,花儿,海棠,2
一朵牵牛花，开得特别大，有藤没有叶，爬上大树叉，会说又会唱，人人喜欢它。 （打一物）,扩音器,喇叭,步话机,蜂鸣声,车灯,1
又作冯妇 （电视剧名）,大侠霍元甲,再向虎山行,家有仙妻,义不容情,少年张三丰,1
小小植物爱爬高，一爬爬到房顶上。 （打一植物）,爬山虎,牵牛花,长春藤,枫树,葱葱茏茏,0
纤小淡白气味芳，不及芍药上红装，花茶待客成时尚，更觉口中一缕香。 （打一花卉）,山茶,熏衣草,夜来香,金盏菊,茉莉花,4
工作繁忙心不愁 （打一成语）,难料,内忧外患,四面楚歌,多事之秋,危机重重,3
身子直，站高台，一发火，眼泪来。 （打一物）,火柴,鞭炮,蜡烛,油灯,一根香,2
难忘高考日 （打一称谓职务）,澎湃新闻,负责人,紫牛,北京晚报,记者,4
住在茅山九曲弯，唱歌奏曲在声喊，弟弟妹妹虽爱我，从未让我过冬寒。 （打一动物）,斑鸠,蛐蛐,蟋蟀,纺织娘,布谷鸟,2
百川归大海 （外国名曲）,圣路易岛,罗纳河,晚霞,普赛克,蒙马特高地,1
按摩医生医术好 （打一成语）,华佗再世,手到病除,热心肠,大夫,悬丝诊脉,1
签到簿 （打成语一）,草木一秋,人过留名,但行好事,无愧于心,逝者如斯夫,1
黄梁梦 （打成语一）,蒸蒸日上,很快,分道扬镳,好景不长,后来,3
情心已断奔月窟 （聊斋志异篇目）,青娥,娘子,贱妾,莺莺,琴心,0
愿君多采撷 （蔬菜）,茭白,芦稷,茨菰,罗汉豆,胡葱,3
顶上红冠戴，身披五彩衣，能测天亮时，呼得众人醒（打一动物名）,黄鼠狼,下蛋,大白鹅,鸭子,公鸡,4
单字谜 （打一成语）,中流砥柱,冲锋陷阵,独当一面,成长,步入正轨,2
孙悟空（打一成语）,封神榜,美猴王,孙悟空,齐天大圣,十八罗汉,3
尽美矣 （鸟名）,无孔不入,都了,心中有数,指掌,草芥,1
侍儿扶起雨声低 （三字口语）,娇滴滴,大美人,小白脸,嗲声嗲气,怜香惜玉,0
恭候 （打一成语）,客客气气,宽大为怀,摆架子,心存芥蒂,以礼相待,4
维他命 （打一成语）,不由自主,小心翼翼,发麻,颤栗,浮想联翩,0
有翼无毛是飞禽，五黄六月串树林，虽然不是无价宝，大人娃子都来寻。 （打一动物）,黄雀,蝉,蝈蝈,知了,鸟,1
上山吃虎吃狼，下山吃猪吃羊，文武百官都怕它，北京朝廷被它降。 （打一动物）,老鼠,跳蚤,体外寄生虫,疥螨,虱子,1
一个小屋窄又窄，里头住了八千客，哭的哭，叫的叫，还有三千没来到。 （打一动物）,蛹,蚕,蜈蚣,蜂,鸟,3
条条道路宽，大家齐向前 （打一常用成语）,曾凝,断编残简,有影无踪,兼程并进,永远的长城,3
身披盔甲慢慢爬，爱缩脑袋寿命长。 （打一动物）,狐狸,乌龟,鳄鱼,青蛙,鸵鸟,1
坏事都推人 （打一成语）,好自为之,看着办,各安天命,谁也救不了你,见机行事,0
千里平川见梅花 （动物名）,鄂温克人,雪兔,驯鹿,麝牛,北极熊,2
月沉花谢事堪伤 （打一成语）,颓唐,形单影只,郁郁不乐,若有所失,落落寡欢,4
风寒伴随症 （打成语一）,不平则鸣,我写诗,直抒胸臆,字里行间,有感而发,4
元旦 （打一成语）,锦衣还乡,有朝一日,十年之后,东山再起,天下无敌,1
石头城下不觉晓 （打一唐人小说）,红楼,柳如是别传,洪波曲,啼笑因缘,金陵春梦,4
三字经刚念 （打一成语）,饱读,一介书生,出将入相,才识过人,文韬武略,3
老五 （三字电影）,姊妹易嫁,十五贯,锁麟囊,陈三两,敫桂英,3
埋没着聪明 （西药名）,肤轻松,氯雷他定,黄连素,开瑞坦,息斯敏,4
沙漠上面一只船，船上载着两座山。远看像笔架，近看一身毡。 （打一动物）,双峰骆驼,角马,盘羊,披毛犀,牦牛,0
缺煤少电，工作费劲 （打一成语）,注定的结局,微不足道,无能为力,绝望,痛心疾首,2
厕所满了 （打一成语）,夸大其词,信口开河,危言耸听,无的放矢,空穴来风,3
肺腑之言 （商品名）,百达翡丽,挂钟,宝玑,项链,怀表,4
冰解冰释 （打一常用成语）,化为乌有,毁于一旦,付诸东流,所剩无几,烟消云散,0
每天几页纸，上面印满字，字体有大小，细说天下事。 （打一文化用品）,内部刊物,报纸,参考消息,办公桌,版面,1
养蜂专家 （五字电影）,甜蜜的事业,红高梁,马路天使,老兵新传,茉莉花,0
一千零一夜 （打一成语）,毫无价值,空中楼阁,并非,天方夜谭,可望而不可及,3
自惭何敢再为辞 （歌曲名）,云且留住,缱绻星光下,相逢在雨中,让我欢喜让我忧,一人有一个梦想,0
万里无云天色朗 （中药名）,榉柳,朱草,俱收并蓄,丹砂,空青,4
明月如霜 （打一马名）,韦偃,照夜白,韩幹,画马,丽人行,1
见了女人就叫妈（打一成语）,软骨头,人不为己天诛地灭,过河拆桥,有奶便是娘,坏了良心,3
一百个人安大鼻子（打一成语）,斯文扫地,捧腹大笑,洋相百出,不知所云,窘态,2
一跃千里 （香烟品牌）,羽林,鹰,飞马,疾风,百骑,2
笔下无私写三国 （中国文物）,毛公鼎,史记,平复帖,左传,虢季子白盘,0
三个绕圈奔走忙，遵守时间不知倦，约定时间忘记了，定要和你闹一场。 （打一常用物）,床,闹钟,台灯,叫醒,睡着,1
婴儿初次扎针 （打一成语）,匹马单枪,小试锋芒,困兽犹斗,威风扫地,雄姿英发,1
再加工 （打一外国名著）,复活,蜘蛛,重生,永远不死,法师,0
身穿紫蟒袍，头插千把刀，别人说我武艺高，我自己穿的也保不牢。 （打一植物）,白千层,乌桕,棕榈,热带植物,桉树,2
山里红果有细刺，酸酸甜甜开胃好。 （打一水果）,陈皮,桑葚,乌梅,红枣,山楂,4
平地起柱头，柱上起小楼，黄花围边边，细米长中间。 （打一植物）,矢车菊,大丽花,向日葵,铃兰,含羞草,2
盈盈荷露若珍珠 （打一称谓职务）,火辣身材,性感比基尼,邦女郎,模特,足球宝贝,4
暗中召集很多人 （打一成语）,一触即溃,困兽犹斗,散兵游勇,杂牌军,乌合之众,4
卧看牵牛织女星 （打俗语三字）,低人一等,嘲笑,势利眼,鄙视,瞧不起,4
身上乌里乌，赤脚走江湖，别人看他吃饱，其实天天饿肚（打一动物名）,艇,鸬鹚,海雀,气垫船,鱼鹰,4
瞳孔遇光能大小，唱起歌来妙妙妙，夜半巡逻不需灯，四处畅行难不倒（打一动物名）,狗,兔子,小橘,喵喵,猫,4
父母之命，媒妁之言 （打一成语）,发麻,不由自主,小心翼翼,浮想联翩,颤栗,1
西装革履，领带系偏。 （打一成语）,失算,异想天开,无心插柳,半吊子,歪打正着,4
一开一合，一上一下，一挂一漏，一闭一敞。 （打一物品）,门襟,纽扣,裤子,肩带,拉链,4
尽收眼底（打一成语）,相映成趣,高挑,遮挡,一览无遗,浮想联翩,3
山上一根柴，砍到家里来，虽说不吃肉，却在肉里埋。 （打一物）,牛鼻栓,野万年青,鹅绒委陵菜,广寄生,猴姜,0
玄通 （打一古代著作）,楚辞,目瑙斋瓦,黑暗传,古歌谣,史记,2
皮青黄，肉暗黄，酸又甜，夏初尝。 （打一水果）,杏,梨,石榴,蕉,柿枣,0
青石板，滑石桥，四把桨，一路摇。 （打一动物）,青蛙,鳄鱼,鸵鸟,狐狸,乌龟,4
不难分解·徐妃格 （昆虫）,蛇,晰蜴,毒蛙,蟾蜍,千足虫,1
扎扎实实走出门，写来婚书送财银，等候三年郎不娶，改掉婚书嫁别人。 （打一物）,当票,伙计,现钱,付银,捕快,0
急于出家 （打一成语）,俗不可耐,自我感觉良好,粗鄙,土里土气,穷酸,0
空战报捷 （打成语一）,什么是命运,人定胜天,福祸相依,唱高调,和为贵,1
一家四口人 （打一称谓职务）,租种,地主,田庄,县令,佃户,4
十一时 （中药名）,白鲜皮,五倍子,苦参,僵蚕,天花粉,1
长方桌上两圆盘，接上一个大铁罐，一扭开关燃起火，做饭既快又方便。 （打一物）,燃气灶,电冰箱,太阳能热水器,炉具,抽油烟机,0
十字架上安宿 （中国电影）,费雯·丽,水上春秋,丹麦女孩,一个和八个,苦难的心,4
待到重阳日，还来就菊花 （打一常用成语）,江湖相见,却之不恭,别来无恙,多谢了,后会有期,4
专制胖人加肥装 （四字口语）,从长计议,兹事体大,斟酌,明言,非同儿戏,1
头上两根树杈，身开白色梅花，性情最是温顺，跑步赛过骏马。 （打一动物）,雪鸡,丹顶鹤,山羊,狍子,梅花鹿,4
娄阿鼠问卦（打一成语）,做贼心虚,不打自招,躲躲闪闪,鬼鬼祟祟,矢口否认,0
尼姑庵、和尚庙 （报刊名）,小情侣,少男少女,青春,童年,恋人们,1
曹瞒兵败走华容 （打一成语）,错非,无法可施,性命交关,一时三刻,危险之至,2
头戴王冠，尾别花扇，一旦打开，人人喜欢。 （打一动物）,金雕,孔雀,凤凰,天鹅,雉鸡,1
容川老人，来去匆匆 （歌曲名）,无所谓,看开,逢场作戏,一笑而过,释怀,3
逸仙者，孙中山也。 （打一古代著作）,辞海,白虎通,汉语大词典,许慎,说文解字,4
离婚 （打一成语）,过犹不及,害臊,点到为止,男女有别,姑娘家,3
劫机 （打一成语）,诛灭,十恶不赦,谋逆,替天行道,犯上作乱,4
径赛得第二 （打成语一）,自愧弗如,名满天下,不过尔尔,虚有其表,未见得,2
发廊没生意，搬到繁华地。 （打一成语）,小心眼,无理取闹,胡搅蛮缠,发脾气,出口伤人,1
喜得刘邦唱大风 （歌曲名）,向天再借五百年,说唱脸谱,朋友别哭,好汉歌,纤夫的爱,3
述说过去未来 （歌曲名）,今宵多珍重,老情歌,告别的年代,梦醒时分,恋曲2000,2
它在房中，房在其中。 （打一物）,台灯,天花板,窗户,墙壁,镜子,4
心情忧郁，渴望喝酒 （世界名曲）,德彪西,威廉·退尔,室内乐,蓝色狂想曲,柴可夫斯基,3
不知木兰是女郎 （打成语一）,胸无点墨,出口成章,目不识丁,迂腐,圣贤书,2
送走知己泪水流 （歌曲名）,恋曲1990,漫步人生路,一千个伤心的理由,朋友别哭,老情歌,3
上士集合 （中国电影）,心上人,之约,天各一方,倾诉衷肠,相会,4
邋遢兵败阵 （打一成语）,连滚带爬,飞也似,踉踉跄跄,上气不接下气,面无人色,0
地里有个独脚娘，生来一副甜心肠，孩儿吸尽甜娘奶，剩下骨头扔路旁。 （打一植物）,香蕉,甘蔗,黄皮果,地瓜,枇杷,1
长发偏要自己剪 （打俗语五字）,得理不让人,火爆脾气,胡搅蛮缠,搬弄是非,激恼,0
一个姑娘轻飘飘，摇摇摆摆上九霄，一心只想天河去，人在凡间把手招。 （打一物）,风筝,越飞越高,捉蝴蝶,蚂蚱,稻草人,0
屋里一座亭，庭中有个人。天天打秋千，不打就有病。 （打一物）,跷跷板,钟摆,重垂线,力臂,风车,1
地球在膨胀 （报刊名）,大世界,光怪陆离,血色苍穹,黑火,真人,0
白衣少女 （打一成语）,翠色欲滴,花枝俏,江山如此多娇,红装素裹,初绽,3
一条白虫泥里钻，头顶一把大绿伞，身子分了好几节，肚里长满窟窿眼。 （打一植物）,芋艿,青萝卜,茭白,莲藕,荸荠,3
朋友坐船头，下水船不走，船儿要起航，拉起好朋友。 （打一物）,牵开器,快变量,锚,船帆,桅杆,2
一生事业是车工 （打成语一）,斫轮老手,日下无双,羊质虎皮,笔大如椽,绣口锦心,0
白日依山尽 （打一外国文学作品）,天方夜谭,并非,空中楼阁,毫无价值,可望而不可及,0
芜 （打一成语）,不毛之地,占山为王,缺衣少食,贫瘠,一片荒芜,0
才相识，就告别（打一成语）,捕风捉影,一面之辞,信口雌黄,不足为凭,道听途说,1
生在山上是青的，死在地上是黄的，不过刨子是圆的，不放糖蜜是甜的。 （打一水果）,桂圆,黑枣,龙眼,莲子,金橘,2
桌上小书怪稀奇，没有故事有日期，日日月月写得清，寸寸光阴要爱惜。 （打一常见物）,精美书签,台历,明信片,贺卡,新年礼物,1
不得到辽西 （歌曲名）,让一切随风,漫步人生路,梦醒时分,无言的结局,老歌,2
四个矮子抬面鼓，前头是扬叉，后头是扫帚。 （打一动物）,牛,吃草,猪,羊,膘肥体壮,0
罗马帝王私访 （打一成语）,一意孤行,自食其果,劝告,固执己见,置之不理,0
一身衣服蓬蓬松，原来是产后惊风，只想眠来不想动，三餐茶饭懒得用！ （打一动物）,食蚁兽,狐猴,树懒,袋鼠,长颈鹿,2
少年清秀老枯黄，媒人捆打配成双，送郎千里无恩情，将奴丢在大路旁。 （打一物）,木屐,草鞋,布靴,蓑衣,靰鞡,1
伏案两载，马年脱稿 （打一成语）,洒墨,挥毫,文不加点,笔走龙蛇,运腕,3
圆桌不稳 （聊斋志异篇目）,李秋元,席方平,老道,地火,杨天问,1
小处放手 （打俗语三字）,雁过拔毛,不死同调,刨幺,抓大头,张家长，李家短,3
儿童文学巨著 （打一成语）,兴师动众,找茬,丢面子,小题大做,无理取闹,3
桁 （打成语一）,一命呜呼,日暮途穷,风烛残年,垂垂老矣,行将就木,4
台风 （二字电影）,大虎,闷声不响,鹞子,二郎,家丁,0
一品要职岂得闲 （打一成语）,剑拔弩张,水火不容,相安无事,睁一只眼，闭一只眼,摒弃前嫌,2
玉人海屋添筹算 （打一聊斋志异篇目）,楚老,金永年,罗恒山,丐僧,江长春,1
纵横辗转二十载，欲说无语对星空。 （打一旧称谓）,世兄,贤侄,刘公子,老弟,令郎,0
离婚 （打成语一）,过犹不及,害臊,点到为止,姑娘家,男女有别,4
倚楼西望神州地 （花卉）,黄精,杜仲,桑寄生,玉竹,肉苁蓉,1
雪岭观光团 （打一电视剧名）,烈火中永生,芦笙恋歌,洪湖赤卫队,吕梁英雄传,冰山上的来客,4
烛光 （打一成语）,别样感觉,油然而生,不可言状,充溢,身临其境,1
一手拿针，一手拿线。 （打一成语）,牵肠挂肚,来去匆匆,朝思暮想,翘首企盼,望眼欲穿,4
教龄 （打一成语）,亲人,名留青史,也许以后,活着,有生之年,4
牵衣许终身 （三字电影）,另起炉灶,论资排辈,拉郎配,剃头挑子一头热,制造话题,2
头上红冠不用裁，满身雪白走将来，平生不敢轻言语，一叫千门万户开。 （打一动物）,大白鹅,黄鼠狼,下蛋,公鸡,鸭子,3
山沟里的田鸡 （打一成语）,优柔寡断,目光短浅,沽名钓誉,无能,不识大体,1
东坡居士 （打二字中药名）,摸鱼儿·记年时人人何处,半夏,苏子,夕颜,远志,2
一一垂丹青 （打一称谓）,填彩,粉本,运腕,独步一时,画工,4
远看一朵花，近看一脸麻，花黄围一圈，细米长中间。 （打一植物）,铃兰,含羞草,大丽花,向日葵,矢车菊,3
错把竟写成竞 （打一成语）,南辕北辙,徒有其名,一字之差,实则,不足为凭,2
三九严寒何所惧 （打俗语三字）,气急败坏,回头一看,说时迟，那时快,斜刺里,冷不防,4
叔度能容千倾陂 （聊斋志异篇目）,都给事中,姚夔,汪可受,郑以伟,大学士,2
幼童引路皇储来 （打一俗语六字）,先小人，后君子,好离好散,和为贵,买卖不成仁义在,有借有还,0
老鼠耳朵牛蹄子，兔子嘴巴马鬃毛，走路高高昂起头，背上两座小山峰。 （打一动物）,毛驴,蒙古马,骆驼,牦牛,骡子,2
战书 （打一成语）,本本主义,坐而论道,徒有虚名,纸上谈兵,实践是检验真理的唯一标准,3
砌墙土堆，里面卧个老灰，老灰穿皮袄，两眼赛胡椒。 （打一动物）,老鼠,青蛙,狐狸,兔子,臭鼬,0
汽油肚里喝，铁袍身上裹，捻它一指头，红花开一朵。 （打一物）,氢气球,打火机,蜡烛,电击器,香烟,1
寡妇生孩子 （打一成语）,贩,上当,招摇过市,来路不明,一口咬定,3
三季度结余 （四字电影）,高考1977,青春祭,瞧这一家子,山楂树之恋,我的九月,4
长得像黄菊，引诱小鱼虾。触手捕食物，舞爪又张牙（打一动物名）,乌贼,蜘蛛蟹,螳螂虾,章鱼,海葵,4
头戴尖尖帽，身穿节节衣，年年二三月，钻出湿湿地。 （打一植物）,竹笋,莴苣,茭白,蕨菜,莲藕,0
